name,justify
李博,     李博(1929.4.15-1998.5.21)，植物生态学家。山东夏津县人。1953年毕业于北京农业大学。曾任内蒙古大学教授，中国农业科学院农业自然资源与区划研究所研究员。1993年当选为中国科学院院士。    在内蒙古大学主持建立了我国第一个植物生态学专业。长期从事我国植被生态学与草地资源研究，将生态学基础研究与应用研究相结合，在传统研究基础上引入现代技术。首次阐明了我国草原区与沙漠地区植被的基本类型与分布规律率先进行大范围草原植被制图、资源评价与生态分区及草原定位的研究首次阐明了我国草原植被的类型与分布规律利用植被指标，成功地评价土地资源与环境利用遥感与地理信息系统建立了我国草地资源数字地图库，以及北方草地估产、草畜平衡预报、草地退化等动态监测的技术系统。
李朝义, 神经生物学家 男，1934年7月生，重庆人。1956年毕业于中国药科大学。1999年当选为中国科学院院士。现为中国科学院上海生命科学研究院研究员。从80年代末到90年代，对视网膜、外膝体和视皮层神经元的非传统感受野进行了系统性研究，通过实验确定在视网膜和外膝体神经元的传统感受野以外，还存在着一个比感受野面积大几十倍的“去抑制区”，并证明这个区的活动对于传递图形的区域亮度和亮度梯度信息起决定性作用。还确定在初级视皮层神经元的感受野周围，也存在一个能调制感受野反应的大区域，将它命名为“整合野”，在详细地研究了“整合野”的时空结构和调谐特性的基础上，提出了感受野“三重结构”的新理论模型，来说明视觉感受野的多种功能。曾获得中国科学院自然科学二等奖、国家自然科学二等奖、何梁何利科学与进步奖。
李春昱, 区域地质、构造地质学家。1904年5月8日生于河南汲县。1928年毕业于北京大学地质系。1937年获德国柏林大学博士学位。1980年当选为中国科学院学部委员(院士)。1988年8月6日逝世。 曾任中国地质科学院地质研究所研究员。主要从事区域地质和地质构造研究。早年与谭锡畴在四川盆地和川西高原进行地质矿产调查，领导并参加四川地质工作，预测中梁山煤矿，后经证实。20世纪60年代参加组织领导全国区域地质调查工作。70年代倡导并参加中国大陆板块构造研究，1973年与他人一起首次在中国发现肯定了古生代以来的板块构造运动的存在。提出并主持编制了1∶5000000《亚洲地质图》和1∶8000000《亚洲大地构造图》。领导亚洲大地构造研究，其成果博得国际上好评。代表作有《四川西康地质矿产志》、《四川石油地质概论》和《中国古生代造山运动》。 1982年获国家自然科学奖一等奖。
李方华, 物理学家 1932年1月生于香港，籍贯广东德庆。1956年毕业于苏联列宁格勒大学物理系。1993年当选为中国科学院院士。1998年当选为第三世界科学院院士。 中国科学院物理研究所研究员，曾任中国电子显微学会理事长。20世纪60年代提出校正电子衍射动力学效应的方法，借此测定了晶体中的氢原子位置。70年代合作建立了衍射晶体学与高分辨电子显微学相结合的图像处理技术，用此测定了多种微小晶体的结构。80年代提出一种高分辨电子显微像衬度理论，是上述技术的理论依据，也是首次观察到晶体中轻原子锂的理论指导。提出了基于相位子缺陷的准晶体结构测定方法，并付诸实际应用。近十年建立了测定原子分辨率晶体缺陷的图像处理技术，成功应用于半导体和超导体材料。2003年获“欧莱雅—联合国教科文组织世界杰出女科学家成就奖”。 2005年获国家自然科学奖二等奖(第一完成人)。
李方训, 物理化学家 1902年12月25日生于江苏仪征。1925年毕业于金陵大学化学系。1930年获美国西北大学博士学位，1948年获该校荣誉科学博士学位。1955年被选聘为中国科学院学部委员(院士)。1962年8月2日逝世。 曾任金陵大学教授、校长，南京大学教授、副校长。早期从事格利雅试剂在非水溶液中反应机理和电解质溶液理论研究，所提出的离子水化焓及水化绝对熵的理论，用于水溶液中离子物理化学性质的计算公式，长期为该领域的专著所引用。20世纪50年代后，着重于混合电解质的系统研究，并测定了格利雅试剂在非水溶液中组成的电池电动势，证明了在非水溶液中格利雅试剂仍具有电解质的特性。验证了哈奈德规则对混合电解质溶液中离子活度系数计算的适用性，并推导出一个优于前人的计算公式，可应用于具有不同离子的混合电解质溶液。
李国豪, 李国豪（1913.4.13-2005.2.23），桥梁力学专家。广东梅县人。1929年考入同济大学。1940年和1942年先后获德国达姆施塔特工业大学工学博士和特许任教博士学位。1994年选聘为中国工程院院士。同济大学教授、名誉校长。博士学位论文《悬索桥按二阶理论实用分析方法》称著德国，因而被名为“悬索桥李”。十年动乱期间，研究解决了武汉长江大桥的振动问题。著有《桁梁扭转理论桁梁桥的扭转、稳定和振动》和《公路桥梁荷载横向分布计算》。领导和进行工程抗震和抗爆方面研究，主编了《工程结构抗震动力学》和《工程结构抗爆动力学》及《桥梁结构稳定与振动》。其研究成果《关于桩的水平位移、内应力和承载力分析》帮助宝钢顺利解决了这一重大问题。1955年选聘为中国科学院院士（学部委员）。
李国平, 数学家 1910年11月15日生于广东丰顺。1933年毕业于中山大学数学天文系。1934～1936年在日本东京帝国大学做研究生。1937～1938年在法国巴黎大学庞加莱研究所工作。1955年被选聘为中国科学院学部委员(院士)。1996年2月8日逝世。 曾任四川大学教授，武汉大学教授、副校长，中国科学院武汉数学物理研究所所长、名誉所长等。主要从事函数论、数学物理等方面的研究工作。在半纯函数唯一性问题、有理函数表写问题、整函数理论应用、解析函数逼近、数学物理与系统科学等研究中获多项重要成果。在函数论研究方面取得一系列突出成果。
李吉均, 自然地理与地貌学家，主要从事冰川学、地貌学与第四纪研究。1933年10月9日出生于四川彭县。1956年毕业于南京大学地理系。1991年当选为中国科学院学部委员(院士)。
李济生,     人造卫星轨道动力学和卫星测控专家。1943年5月31日生于山东济南。1966年毕业于南京大学天文学系。西安卫星测控中心技术部总工程师、研究员。1997年当选为中国科学院院士。    在人造卫星轨道动力学研究方面，发现了低轨道三轴稳定卫星姿控动力对卫星轨道的摄动并建立了相应的动力学模型，提高了定轨精度。建立了我国卫星测控精密定轨系统，满足了我国各型号卫星对定轨精度的要求。专著《人造卫星精密轨道确定》对我国人造卫星轨道动力学的研究起到推动作用。在卫星测控工程方面，对卫星测控软件系统提出了“模块化自动调度”设计思想，并完成了我国第一颗地球同步通信卫星“东方红二号”测控调度软件和测控计划生成软件的设计与开发。 
李继侗,   李继侗(1897.8.24-1961.12.12)，植物学、生态学家。江苏兴化人。1921年毕业于。1923年获美国耶鲁大学研究院林学硕士学位，1925年获博士学位。曾任内蒙古大学教授、副校长。1955年选聘为中国科学院院士（学部委员）。  20年代，首先发现光合作用的“瞬间效应”30年代在燕麦胚芽向光性的研究中，发现植物生长素，并观察到去尖后的芽鞘上端可再生形成生理尖端，提示了植物组织间的相互制约关系与补偿功能在我国率先开展植物生态学和地植物学的研究与教学工作，在北京大学创建了我国第一个植物生态学专门组，后移植到内蒙古大学参加了海南岛橡胶宜林区、黄河中游水土保持、呼伦贝尔草原、黑龙江萨尔图地区等考察工作，为生产实践提供了科学依据和许多有价值的建议。
李竞雄,   李竞雄(1913.10.20-1997.6.28)，遗传育种学家。江苏苏州人。1936年毕业于浙江大学农学院。1944－1948年留学美国，先后获康乃尔大学硕士和哲学博士学位。曾任中国农业科学院作物育种栽培研究所研究员。1980年当选为中国科学院院士（学部委员）。  中国利用杂种优势理论选育玉米自交系间杂交种的开创者。育成的多抗性丰产玉米杂交种“中单2号”，1982年以来每年种植面积在二、三千万亩以上，是全国推广面积最大的玉米杂交种，增产显著开拓我国玉米品质育种、群体改良和基因雄性不育研究，都取得显著进展主持国家“六五”、“七五”玉米育种科技攻关成绩斐然，对发展我国玉米育种事业和玉米生产做出了重大贡献。
